year,name,sex,count
yob1954.txt,Mary,M,169
yob1954.txt,Logan,M,59
yob1954.txt,Hillary,M,27
yob1955.txt,Mary,F,63165
yob1955.txt,Leslie,F,4402
yob1955.txt,James,F,248
yob1955.txt,Hillary,F,71
yob1955.txt,Donald,F,69
yob1955.txt,James,M,84155
yob1955.txt,Donald,M,27714
yob1955.txt,Leslie,M,2229
yob1955.txt,Mary,M,147
yob1955.txt,Logan,M,65
yob1955.txt,Hillary,M,23
yob1956.txt,Mary,F,61756
yob1956.txt,Leslie,F,4385
yob1956.txt,James,F,250
yob1956.txt,Hillary,F,99
yob1956.txt,Donald,F,85
yob1956.txt,James,M,84863
yob1956.txt,Donald,M,28213
yob1956.txt,Leslie,M,2051
yob1956.txt,Mary,M,144
yob1956.txt,Logan,M,44
yob1956.txt,Hillary,M,13
yob1957.txt,Mary,F,61094
yob1957.txt,Leslie,F,6101
yob1957.txt,James,F,280
yob1957.txt,Donald,F,93
yob1957.txt,Hillary,F,88
yob1957.txt,James,M,84275
yob1957.txt,Donald,M,27864
yob1957.txt,Leslie,M,2100
yob1957.txt,Mary,M,183
yob1957.txt,Logan,M,44
yob1957.txt,Hillary,M,17
yob1958.txt,Mary,F,55857
yob1958.txt,Leslie,F,6009
yob1958.txt,James,F,252
yob1958.txt,Donald,F,94
yob1958.txt,Hillary,F,94
yob1958.txt,James,M,78713
yob1958.txt,Donald,M,24995
yob1958.txt,Leslie,M,1938
yob1958.txt,Mary,M,141
yob1958.txt,Logan,M,47
yob1958.txt,Hillary,M,22
yob1959.txt,Mary,F,54474
yob1959.txt,Leslie,F,5650
yob1959.txt,James,F,295
yob1959.txt,Donald,F,89
yob1959.txt,Hillary,F,83
yob1959.txt,James,M,78606
yob1959.txt,Donald,M,23868
yob1959.txt,Leslie,M,1755
yob1959.txt,Mary,M,170
yob1959.txt,Logan,M,54
yob1959.txt,Hillary,M,11
yob1960.txt,Mary,F,51475
yob1960.txt,Leslie,F,5239
yob1960.txt,James,F,289
yob1960.txt,Donald,F,87
yob1960.txt,Hillary,F,75
yob1960.txt,James,M,76832
yob1960.txt,Donald,M,22730
yob1960.txt,Leslie,M,1676
yob1960.txt,Mary,M,169
yob1960.txt,Logan,M,58
yob1960.txt,Hillary,M,16
yob1961.txt,Mary,F,47680
yob1961.txt,Leslie,F,5668
yob1961.txt,James,F,286
yob1961.txt,Hillary,F,111
yob1961.txt,Donald,F,75
yob1961.txt,James,M,75924
yob1961.txt,Donald,M,21403
yob1961.txt,Leslie,M,1618
yob1961.txt,Mary,M,167
yob1961.txt,Logan,M,50
yob1961.txt,Hillary,M,17
yob1962.txt,Mary,F,43486
yob1962.txt,Leslie,F,5785
yob1962.txt,James,F,262
yob1962.txt,Hillary,F,112
yob1962.txt,Donald,F,71
yob1962.txt,James,M,72555
yob1962.txt,Donald,M,20417
yob1962.txt,Leslie,M,1651
yob1962.txt,Mary,M,158
yob1962.txt,Logan,M,60
yob1962.txt,Hillary,M,17
yob1963.txt,Mary,F,41550
yob1963.txt,Leslie,F,5859
yob1963.txt,James,F,311
yob1963.txt,Hillary,F,148
yob1963.txt,Donald,F,83
yob1963.txt,James,M,71322
yob1963.txt,Donald,M,18908
yob1963.txt,Leslie,M,1556
yob1963.txt,Mary,M,137
yob1963.txt,Logan,M,46
yob1963.txt,Hillary,M,18
yob1964.txt,Mary,F,40990
yob1964.txt,Leslie,F,5600
yob1964.txt,James,F,317
yob1964.txt,Hillary,F,132
yob1964.txt,Donald,F,68
yob1964.txt,James,M,73037
yob1964.txt,Donald,M,18058
yob1964.txt,Leslie,M,1446
yob1964.txt,Mary,M,134
yob1964.txt,Logan,M,66
yob1964.txt,Hillary,M,8
yob1965.txt,Mary,F,34270
yob1965.txt,Leslie,F,4874
yob1965.txt,James,F,303
yob1965.txt,Hillary,F,111
yob1965.txt,Donald,F,61
yob1965.txt,James,M,67701
yob1965.txt,Donald,M,16040
yob1965.txt,Leslie,M,1418
yob1965.txt,Mary,M,136
yob1965.txt,Logan,M,49
yob1965.txt,Hillary,M,15
yob1966.txt,Mary,F,28884
yob1966.txt,Leslie,F,4997
yob1966.txt,James,F,298
yob1966.txt,Hillary,F,124
yob1966.txt,Donald,F,82
yob1966.txt,James,M,65174
yob1966.txt,Donald,M,14719
yob1966.txt,Leslie,M,1239
yob1966.txt,Mary,M,108
yob1966.txt,Logan,M,59
yob1966.txt,Hillary,M,15
yob1967.txt,Mary,F,25313
yob1967.txt,Leslie,F,5318
yob1967.txt,James,F,311
yob1967.txt,Hillary,F,155
yob1967.txt,Donald,F,84
yob1967.txt,James,M,61698
yob1967.txt,Donald,M,14225
yob1967.txt,Leslie,M,1063
yob1967.txt,Mary,M,127
yob1967.txt,Logan,M,52
yob1967.txt,Hillary,M,8
yob1968.txt,Mary,F,21725
yob1968.txt,Leslie,F,5283
yob1968.txt,James,F,312
yob1968.txt,Hillary,F,178
yob1968.txt,Donald,F,73
yob1968.txt,James,M,60693
yob1968.txt,Donald,M,13368
yob1968.txt,Leslie,M,1011
yob1968.txt,Mary,M,101
yob1968.txt,Logan,M,60
yob1968.txt,Hillary,M,13
yob1969.txt,Mary,F,19851
yob1969.txt,Leslie,F,5835
yob1969.txt,James,F,330
yob1969.txt,Hillary,F,198
yob1969.txt,Donald,F,77
yob1969.txt,James,M,59915
yob1969.txt,Donald,M,12777
yob1969.txt,Leslie,M,1043
yob1969.txt,Mary,M,108
yob1969.txt,Logan,M,49
yob1969.txt,Hillary,M,14
yob1970.txt,Mary,F,19203
yob1970.txt,Leslie,F,5622
yob1970.txt,James,F,353
yob1970.txt,Hillary,F,258
yob1970.txt,Donald,F,64
yob1970.txt,James,M,61759
yob1970.txt,Donald,M,12403
yob1970.txt,Leslie,M,1013
yob1970.txt,Mary,M,99
yob1970.txt,Logan,M,55
yob1970.txt,Hillary,M,11
yob1971.txt,Mary,F,16697
yob1971.txt,Leslie,F,5110
yob1971.txt,James,F,302
yob1971.txt,Hillary,F,251
yob1971.txt,Donald,F,67
yob1971.txt,James,M,54621
yob1971.txt,Donald,M,10872
yob1971.txt,Leslie,M,986
yob1971.txt,Mary,M,86
yob1971.txt,Logan,M,57
yob1971.txt,Hillary,M,13
yob1972.txt,Mary,F,13761
yob1972.txt,Leslie,F,4181
yob1972.txt,James,F,299
yob1972.txt,Hillary,F,243
yob1972.txt,Donald,F,77
yob1972.txt,Logan,F,6
yob1972.txt,James,M,47083
yob1972.txt,Donald,M,9263
yob1972.txt,Leslie,M,839
yob1972.txt,Mary,M,74
yob1972.txt,Logan,M,62
yob1972.txt,Hillary,M,15
yob1973.txt,Mary,F,12316
yob1973.txt,Leslie,F,3954
yob1973.txt,James,F,317
yob1973.txt,Hillary,F,252
yob1973.txt,Donald,F,75
yob1973.txt,James,M,42889
yob1973.txt,Donald,M,8364
yob1973.txt,Leslie,M,791
yob1973.txt,Logan,M,69
yob1973.txt,Mary,M,54
yob1973.txt,Hillary,M,7
yob1974.txt,Mary,F,11738
yob1974.txt,Leslie,F,4463
yob1974.txt,Hillary,F,312
yob1974.txt,James,F,251
yob1974.txt,Donald,F,47
yob1974.txt,Logan,F,5
yob1974.txt,James,M,41354
yob1974.txt,Donald,M,7760
yob1974.txt,Leslie,M,691
yob1974.txt,Logan,M,71
yob1974.txt,Mary,M,61
yob1974.txt,Hillary,M,10
yob1975.txt,Mary,F,10967
yob1975.txt,Leslie,F,4105
yob1975.txt,Hillary,F,323
yob1975.txt,James,F,254
yob1975.txt,Donald,F,57
yob1975.txt,Logan,F,8
yob1975.txt,James,M,39591
yob1975.txt,Donald,M,7198
yob1975.txt,Leslie,M,680
yob1975.txt,Logan,M,85
yob1975.txt,Mary,M,66
yob1975.txt,Hillary,M,10
yob1976.txt,Mary,F,10318
yob1976.txt,Leslie,F,4310
yob1976.txt,Hillary,F,331
yob1976.txt,James,F,252
yob1976.txt,Donald,F,58
yob1976.txt,Logan,F,10
yob1976.txt,James,M,38309
yob1976.txt,Donald,M,6799
yob1976.txt,Leslie,M,534
yob1976.txt,Logan,M,113
yob1976.txt,Mary,M,62
yob1976.txt,Hillary,M,9
yob1977.txt,Mary,F,10659
yob1977.txt,Leslie,F,4250
yob1977.txt,Hillary,F,442
yob1977.txt,James,F,273
yob1977.txt,Donald,F,35
yob1977.txt,Logan,F,12
yob1977.txt,James,M,40054
yob1977.txt,Donald,M,6867
yob1977.txt,Leslie,M,607
yob1977.txt,Logan,M,205
yob1977.txt,Mary,M,52
yob1977.txt,Hillary,M,12
yob1978.txt,Mary,F,10043
yob1978.txt,Leslie,F,4342
yob1978.txt,Hillary,F,719
yob1978.txt,James,F,269
yob1978.txt,Donald,F,38
yob1978.txt,Logan,F,17
yob1978.txt,James,M,39915
yob1978.txt,Donald,M,6425
yob1978.txt,Leslie,M,524
yob1978.txt,Logan,M,306
yob1978.txt,Mary,M,61
yob1978.txt,Hillary,M,19
yob1979.txt,Mary,F,10561
yob1979.txt,Leslie,F,4497
yob1979.txt,Hillary,F,921
yob1979.txt,James,F,261
yob1979.txt,Donald,F,63
yob1979.txt,Logan,F,47
yob1979.txt,James,M,39371
yob1979.txt,Donald,M,6515
yob1979.txt,Leslie,M,530
yob1979.txt,Logan,M,468
yob1979.txt,Mary,M,65
yob1979.txt,Hillary,M,13
yob1980.txt,Mary,F,11474
yob1980.txt,Leslie,F,4778
yob1980.txt,Hillary,F,834
yob1980.txt,James,F,271
yob1980.txt,Logan,F,56
yob1980.txt,Donald,F,46
yob1980.txt,James,M,39325
yob1980.txt,Donald,M,6270
yob1980.txt,Logan,M,521
yob1980.txt,Leslie,M,507
yob1980.txt,Mary,M,52
yob1980.txt,Hillary,M,11
yob1981.txt,Mary,F,11045
yob1981.txt,Leslie,F,4934
yob1981.txt,Hillary,F,735
yob1981.txt,James,F,272
yob1981.txt,Logan,F,86
yob1981.txt,Donald,F,40
yob1981.txt,James,M,38313
yob1981.txt,Donald,M,5912
yob1981.txt,Logan,M,696
yob1981.txt,Leslie,M,500
yob1981.txt,Mary,M,67
yob1981.txt,Hillary,M,14
yob1982.txt,Mary,F,10855
yob1982.txt,Leslie,F,4984
yob1982.txt,Hillary,F,753
yob1982.txt,James,F,317
yob1982.txt,Logan,F,84
yob1982.txt,Donald,F,46
yob1982.txt,James,M,38875
yob1982.txt,Donald,M,5714
yob1982.txt,Logan,M,688
yob1982.txt,Leslie,M,431
yob1982.txt,Mary,M,73
yob1982.txt,Hillary,M,6
yob1983.txt,Mary,F,9897
yob1983.txt,Leslie,F,4250
yob1983.txt,Hillary,F,697
yob1983.txt,James,F,282
yob1983.txt,Logan,F,88
yob1983.txt,Donald,F,47
yob1983.txt,James,M,36354
yob1983.txt,Donald,M,5328
yob1983.txt,Logan,M,788
yob1983.txt,Leslie,M,414
yob1983.txt,Mary,M,57
yob1983.txt,Hillary,M,5
yob1984.txt,Mary,F,9290
yob1984.txt,Leslie,F,3815
yob1984.txt,Hillary,F,1009
yob1984.txt,James,F,238
yob1984.txt,Logan,F,91
yob1984.txt,Donald,F,36
yob1984.txt,James,M,35857
yob1984.txt,Donald,M,5064
yob1984.txt,Logan,M,990
yob1984.txt,Leslie,M,367
yob1984.txt,Mary,M,56
yob1984.txt,Hillary,M,6
yob1985.txt,Mary,F,9244
yob1985.txt,Leslie,F,3606
yob1985.txt,Hillary,F,1047
yob1985.txt,James,F,287
yob1985.txt,Logan,F,90
yob1985.txt,Donald,F,37
yob1985.txt,James,M,35861
yob1985.txt,Donald,M,4749
yob1985.txt,Logan,M,996
yob1985.txt,Leslie,M,331
yob1985.txt,Mary,M,67
yob1985.txt,Hillary,M,12
yob1986.txt,Mary,F,8506
yob1986.txt,Leslie,F,3221
yob1986.txt,Hillary,F,1083
yob1986.txt,James,F,273
yob1986.txt,Logan,F,132
yob1986.txt,Donald,F,34
yob1986.txt,James,M,34040
yob1986.txt,Donald,M,4661
yob1986.txt,Logan,M,1327
yob1986.txt,Leslie,M,380
yob1986.txt,Mary,M,47
yob1986.txt,Hillary,M,11
yob1987.txt,Mary,F,8395
yob1987.txt,Leslie,F,3195
yob1987.txt,Hillary,F,1079
yob1987.txt,James,F,246
yob1987.txt,Logan,F,135
yob1987.txt,Donald,F,42
yob1987.txt,James,M,32643
yob1987.txt,Donald,M,4502
yob1987.txt,Logan,M,1951
yob1987.txt,Leslie,M,290
yob1987.txt,Mary,M,69
yob1987.txt,Hillary,M,10
yob1988.txt,Mary,F,8510
yob1988.txt,Leslie,F,3080
yob1988.txt,Hillary,F,1083
yob1988.txt,Logan,F,245
yob1988.txt,James,F,244
yob1988.txt,Donald,F,36
yob1988.txt,James,M,32510
yob1988.txt,Donald,M,4325
yob1988.txt,Logan,M,2757
yob1988.txt,Leslie,M,318
yob1988.txt,Mary,M,48
yob1988.txt,Hillary,M,13
yob1989.txt,Mary,F,8644
yob1989.txt,Leslie,F,2864
yob1989.txt,Hillary,F,1284
yob1989.txt,Logan,F,341
yob1989.txt,James,F,176
yob1989.txt,Donald,F,18
yob1989.txt,James,M,32703
yob1989.txt,Donald,M,4323
yob1989.txt,Logan,M,3282
yob1989.txt,Leslie,M,327
yob1989.txt,Mary,M,74
yob1989.txt,Hillary,M,14
yob1990.txt,Mary,F,8667
yob1990.txt,Leslie,F,2828
yob1990.txt,Hillary,F,1524
yob1990.txt,Logan,F,368
yob1990.txt,James,F,115
yob1990.txt,Donald,F,11
yob1990.txt,James,M,32349
yob1990.txt,Donald,M,4177
yob1990.txt,Logan,M,3431
yob1990.txt,Leslie,M,295
yob1990.txt,Mary,M,45
yob1991.txt,Mary,F,8760
yob1991.txt,Leslie,F,2551
yob1991.txt,Hillary,F,1789
yob1991.txt,Logan,F,511
yob1991.txt,James,F,95
yob1991.txt,Donald,F,9
yob1991.txt,James,M,30507
yob1991.txt,Logan,M,3892
yob1991.txt,Donald,M,3649
yob1991.txt,Leslie,M,279
yob1991.txt,Mary,M,32
yob1991.txt,Hillary,M,5
yob1992.txt,Mary,F,8458
yob1992.txt,Hillary,F,2521
yob1992.txt,Leslie,F,2482
yob1992.txt,Logan,F,571
yob1992.txt,James,F,70
yob1992.txt,James,M,28503
yob1992.txt,Logan,M,4225
yob1992.txt,Donald,M,3265
yob1992.txt,Leslie,M,216
yob1992.txt,Mary,M,25
yob1992.txt,Hillary,M,7
yob1993.txt,Mary,F,8120
yob1993.txt,Leslie,F,2294
yob1993.txt,Hillary,F,1064
yob1993.txt,Logan,F,790
yob1993.txt,James,F,75
yob1993.txt,Donald,F,12
yob1993.txt,James,M,26249
yob1993.txt,Logan,M,4842
yob1993.txt,Donald,M,2996
yob1993.txt,Leslie,M,200
yob1993.txt,Mary,M,18
yob1993.txt,Hillary,M,7
yob1994.txt,Mary,F,7752
yob1994.txt,Leslie,F,2396
yob1994.txt,Logan,F,879
yob1994.txt,Hillary,F,408
yob1994.txt,James,F,67
yob1994.txt,Donald,F,5
yob1994.txt,James,M,24770
yob1994.txt,Logan,M,5452
yob1994.txt,Donald,M,2652
yob1994.txt,Leslie,M,207
yob1994.txt,Mary,M,10
yob1994.txt,Hillary,M,7
yob1995.txt,Mary,F,7455
yob1995.txt,Leslie,F,2312
yob1995.txt,Logan,F,1041
yob1995.txt,Hillary,F,310
yob1995.txt,James,F,57
yob1995.txt,Donald,F,8
yob1995.txt,James,M,22730
yob1995.txt,Logan,M,6952
yob1995.txt,Donald,M,2253
yob1995.txt,Leslie,M,186
yob1995.txt,Mary,M,13
yob1996.txt,Mary,F,6961
yob1996.txt,Leslie,F,2664
yob1996.txt,Logan,F,1097
yob1996.txt,Hillary,F,312
yob1996.txt,James,F,62
yob1996.txt,Donald,F,7
yob1996.txt,James,M,21156
yob1996.txt,Logan,M,8374
yob1996.txt,Donald,M,2182
yob1996.txt,Leslie,M,175
yob1996.txt,Mary,M,16
yob1997.txt,Mary,F,6644
yob1997.txt,Leslie,F,2821
yob1997.txt,Logan,F,1067
yob1997.txt,Hillary,F,294
yob1997.txt,James,F,42
yob1997.txt,Donald,F,9
yob1997.txt,James,M,20404
yob1997.txt,Logan,M,8619
yob1997.txt,Donald,M,1970
yob1997.txt,Leslie,M,158
yob1997.txt,Mary,M,13
yob1998.txt,Mary,F,6458
yob1998.txt,Leslie,F,3079
yob1998.txt,Logan,F,1026
yob1998.txt,Hillary,F,243
yob1998.txt,James,F,45
yob1998.txt,James,M,19687
yob1998.txt,Logan,M,8638
yob1998.txt,Donald,M,1861
yob1998.txt,Leslie,M,123
yob1998.txt,Mary,M,14
yob1999.txt,Mary,F,6374
yob1999.txt,Leslie,F,3341
yob1999.txt,Logan,F,1073
yob1999.txt,Hillary,F,254
yob1999.txt,James,F,40
yob1999.txt,James,M,18552
yob1999.txt,Logan,M,9135
yob1999.txt,Donald,M,1747
yob1999.txt,Leslie,M,120
yob1999.txt,Mary,M,11
yob1999.txt,Hillary,M,5
yob2000.txt,Mary,F,6198
yob2000.txt,Leslie,F,3623
yob2000.txt,Logan,F,999
yob2000.txt,Hillary,F,252
yob2000.txt,James,F,40
yob2000.txt,James,M,17987
yob2000.txt,Logan,M,9736
yob2000.txt,Donald,M,1609
yob2000.txt,Leslie,M,137
yob2000.txt,Mary,M,10
yob2001.txt,Mary,F,5732
yob2001.txt,Leslie,F,3613
yob2001.txt,Logan,F,1041
yob2001.txt,Hillary,F,259
yob2001.txt,James,F,42
yob2001.txt,James,M,17070
yob2001.txt,Logan,M,12711
yob2001.txt,Donald,M,1470
yob2001.txt,Leslie,M,125
yob2001.txt,Mary,M,13
yob2002.txt,Mary,F,5463
yob2002.txt,Leslie,F,3522
yob2002.txt,Logan,F,922
yob2002.txt,Hillary,F,197
yob2002.txt,James,F,31
yob2002.txt,James,M,16959
yob2002.txt,Logan,M,12972
yob2002.txt,Donald,M,1288
yob2002.txt,Leslie,M,96
yob2002.txt,Mary,M,12
yob2002.txt,Hillary,M,5
yob2003.txt,Mary,F,5017
yob2003.txt,Leslie,F,3639
yob2003.txt,Logan,F,885
yob2003.txt,Hillary,F,224
yob2003.txt,James,F,34
yob2003.txt,James,M,16892
yob2003.txt,Logan,M,13185
yob2003.txt,Donald,M,1308
yob2003.txt,Leslie,M,101
yob2003.txt,Mary,M,9
yob2003.txt,Hillary,M,6
yob2004.txt,Mary,F,4810
yob2004.txt,Leslie,F,3499
yob2004.txt,Logan,F,900
yob2004.txt,Hillary,F,311
yob2004.txt,James,F,95
yob2004.txt,Donald,F,8
yob2004.txt,James,M,16463
yob2004.txt,Logan,M,13140
yob2004.txt,Donald,M,1250
yob2004.txt,Leslie,M,90
yob2004.txt,Mary,M,31
yob2005.txt,Mary,F,4459
yob2005.txt,Leslie,F,3122
yob2005.txt,Logan,F,758
yob2005.txt,Hillary,F,285
yob2005.txt,James,F,26
yob2005.txt,James,M,16135
yob2005.txt,Logan,M,13471
yob2005.txt,Donald,M,1150
yob2005.txt,Leslie,M,102
yob2005.txt,Mary,M,10
yob2006.txt,Mary,F,4091
yob2006.txt,Leslie,F,3036
yob2006.txt,Logan,F,737
yob2006.txt,Hillary,F,265
yob2006.txt,James,F,46
yob2006.txt,James,M,16239
yob2006.txt,Logan,M,15145
yob2006.txt,Donald,M,1098
yob2006.txt,Leslie,M,82
yob2006.txt,Mary,M,10
yob2007.txt,Mary,F,3686
yob2007.txt,Leslie,F,2690
yob2007.txt,Logan,F,708
yob2007.txt,Hillary,F,282
yob2007.txt,James,F,33
yob2007.txt,James,M,15962
yob2007.txt,Logan,M,15326
yob2007.txt,Donald,M,998
yob2007.txt,Leslie,M,82
yob2007.txt,Mary,M,10
yob2008.txt,Mary,F,3499
yob2008.txt,Leslie,F,2325
yob2008.txt,Logan,F,736
yob2008.txt,Hillary,F,412
yob2008.txt,James,F,32
yob2008.txt,James,M,15178
yob2008.txt,Logan,M,13853
yob2008.txt,Donald,M,991
yob2008.txt,Leslie,M,76
yob2008.txt,Hillary,M,6
yob2009.txt,Mary,F,3163
yob2009.txt,Leslie,F,1981
yob2009.txt,Logan,F,684
yob2009.txt,Hillary,F,200
yob2009.txt,James,F,51
yob2009.txt,Logan,M,14459
yob2009.txt,James,M,14208
yob2009.txt,Donald,M,838
yob2009.txt,Leslie,M,76
yob2010.txt,Mary,F,2871
yob2010.txt,Leslie,F,1565
yob2010.txt,Logan,F,620
yob2010.txt,Hillary,F,168
yob2010.txt,James,F,29
yob2010.txt,Logan,M,14022
yob2010.txt,James,M,13883
yob2010.txt,Donald,M,765
yob2010.txt,Leslie,M,47
yob2010.txt,Mary,M,5
yob2011.txt,Mary,F,2706
yob2011.txt,Leslie,F,1285
yob2011.txt,Logan,F,551
yob2011.txt,Hillary,F,166
yob2011.txt,James,F,30
yob2011.txt,James,M,13251
yob2011.txt,Logan,M,12990
yob2011.txt,Donald,M,787
yob2011.txt,Leslie,M,54
yob2012.txt,Mary,F,2576
yob2012.txt,Leslie,F,1224
yob2012.txt,Logan,F,682
yob2012.txt,Hillary,F,157
yob2012.txt,James,F,28
yob2012.txt,James,M,13426
yob2012.txt,Logan,M,12473
yob2012.txt,Donald,M,726
yob2012.txt,Leslie,M,50
yob2012.txt,Mary,M,6
yob2013.txt,Mary,F,2651
yob2013.txt,Leslie,F,1111
yob2013.txt,Logan,F,707
yob2013.txt,Hillary,F,154
yob2013.txt,James,F,28
yob2013.txt,James,M,13567
yob2013.txt,Logan,M,12351
yob2013.txt,Donald,M,708
yob2013.txt,Leslie,M,36
yob2014.txt,Mary,F,2632
yob2014.txt,Leslie,F,1000
yob2014.txt,Logan,F,830
yob2014.txt,Hillary,F,177
yob2014.txt,James,F,42
yob2014.txt,James,M,14431
yob2014.txt,Logan,M,13648
yob2014.txt,Donald,M,738
yob2014.txt,Leslie,M,61
yob2014.txt,Mary,M,5
yob2015.txt,Mary,F,2631
yob2015.txt,Leslie,F,878
yob2015.txt,Logan,F,834
yob2015.txt,Hillary,F,137
yob2015.txt,James,F,39
yob2015.txt,James,M,14824
yob2015.txt,Logan,M,12919
yob2015.txt,Donald,M,691
yob2015.txt,Leslie,M,54
yob2016.txt,Mary,F,2508
yob2016.txt,Logan,F,855
yob2016.txt,Leslie,F,803
yob2016.txt,Hillary,F,172
yob2016.txt,James,F,66
yob2016.txt,James,M,14862
yob2016.txt,Logan,M,11244
yob2016.txt,Donald,M,624
yob2016.txt,Leslie,M,45
yob2017.txt,Mary,F,2402
yob2017.txt,Logan,F,1103
yob2017.txt,Leslie,F,702
yob2017.txt,James,F,77
yob2017.txt,Hillary,F,63
yob2017.txt,James,M,14291
yob2017.txt,Logan,M,14014
yob2017.txt,Donald,M,600
yob2017.txt,Leslie,M,45
yob2018.txt,Mary,F,2327
yob2018.txt,Logan,F,1074
yob2018.txt,Leslie,F,597
yob2018.txt,Hillary,F,49
yob2018.txt,James,F,44
yob2018.txt,James,M,13525
yob2018.txt,Logan,M,12352
yob2018.txt,Donald,M,533
yob2018.txt,Leslie,M,37
